CÓD. AGENTE,FORNECEDOR,MÉDIA IQF,DATA
3030,PORTELA DISTRIBUIDORA LTDA,100,2025-04-25 09:12:35
20876,PORTO TINTAS PROD OFFSHORE ABRAS E FERRAMETAS LTDA,78.12,2025-04-15 10:47:50
20876,PORTO TINTAS PROD OFFSHORE ABRAS E FERRAMETAS LTDA,88.75,2025-04-29 08:58:05
7900,PORTOFINO GESTAO DE RECURSOS LTDA,10,2025-04-23 00:00:00
7983,POSTO LAGOMAR DE MACAE LTDA,89.73,2025-04-30 00:00:00
18388,POUSADA MANZOLI MOTA LTDA,95.625,2025-04-10 00:00:00
17033,POUSADA MARICA E RESTAURANTE LTDA,91.25,2025-04-10 00:00:00
17033,POUSADA MARICA E RESTAURANTE LTDA,85,2025-04-10 09:19:51
18574,POUSADA MEU RANCHO LTDA,100,2025-04-14 00:00:00
18574,POUSADA MEU RANCHO LTDA,100,2025-04-30 00:00:00
20831,POUSADA SAO PEDRO DE MATAO LTDA,100,2025-04-08 00:00:00
20831,POUSADA SAO PEDRO DE MATAO LTDA,100,2025-04-24 00:00:00
20831,POUSADA SAO PEDRO DE MATAO LTDA,100,2025-04-25 00:00:00
15870,POWER COMERCIO DE EQUIPAMENTOS E MATERIAIS LTDA,100,2025-04-02 10:29:25
15870,POWER COMERCIO DE EQUIPAMENTOS E MATERIAIS LTDA,100,2025-04-15 17:59:24
3407,PROCUREMENT NEGOCIOS ELETRONICOS S/A,100,2025-04-23 00:00:00
3407,PROCUREMENT NEGOCIOS ELETRONICOS S/A,100,2025-04-29 00:00:00
2893,PRO-MAQUINAS DE MACAE EQUIPAMENTOS LTDA M.E,80,2025-04-25 00:00:00
2893,PRO-MAQUINAS DE MACAE EQUIPAMENTOS LTDA M.E,80,2025-04-30 00:00:00
15865,PROMEDIC PREVENCAO E ORIENTACAO MEDICA INDUSTRIAL E COMERCIAL LTDA,100,2025-04-09 00:00:00
6080,PROTEÇAO PUBLICAÇOES LTDA,100,2025-04-15 00:00:00
4322,PRUDENTIAL DO BRASIL VIDA EM GRUPO S/A,10,2025-04-16 00:00:00
17657,PSA - PRODUTOS SIDERURGICOS ALIANÇA LTDA,95.465,2025-04-30 00:00:00
16927,QR ESPACO DE NEGOCIOS E SERVICOS LTDA,100,2025-04-24 00:00:00
3742,QUALIAGUA LABORATORIO E CONSULTORIA LTDA,100,2025-04-03 00:00:00
3742,QUALIAGUA LABORATORIO E CONSULTORIA LTDA,100,2025-04-14 00:00:00
17467,QUALIAIR SERVICOS ESPECIALIZADOS LTDA,100,2025-04-16 00:00:00
16754,R SIMIONI INDUSTRIA E COMERCIO LTDA,100,2025-04-10 17:04:06
8245,R.S. DE SOUZA,100,2025-04-28 00:00:00
21025,RA MARTINS BORGES & NEGOCIOS LTDA,80,2025-04-16 14:03:00
20246,RADICAL BRASIL EXPRESS LTDA,100,2025-04-30 00:00:00
8315,RCQ MACAE INSPECAO E COMERCIO LTDA,100,2025-04-15 00:00:00
3723,RCS COMERCIO E SERVICOS DE SOLDA LTDA,93.75,2025-04-23 00:00:00
9695,REDIESEL RECIFE AUTODIESEL LTDA,100,2025-04-14 08:28:58
2841,RELYON NUTEC BRASIL TREINAMENTOS LTDA,93.75,2025-04-30 00:00:00
2977,RENASCER MERCANTIL FERRAGISTA LTDA,100,2025-04-07 08:43:14
2977,RENASCER MERCANTIL FERRAGISTA LTDA,100,2025-04-30 00:00:00
4077,RENAVI ENGENHARIA LTDA,100,2025-04-08 00:00:00
21100,RESISPAR COMERCIO DE MATERIAIS ELETRICOS LTDA,81.43,2025-04-30 00:00:00
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-02 16:31:17
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-03 12:03:45
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-04 00:00:00
3055,RESSEG DISTRIBUIDORA LTDA,92.5,2025-04-04 15:07:23
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-07 09:40:59
3055,RESSEG DISTRIBUIDORA LTDA,94.37,2025-04-08 13:51:56
3055,RESSEG DISTRIBUIDORA LTDA,88.75,2025-04-08 14:29:30
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-14 00:00:00
3055,RESSEG DISTRIBUIDORA LTDA,94.37,2025-04-16 10:04:18
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-16 12:58:04
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-24 10:03:23
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-28 12:46:50
3055,RESSEG DISTRIBUIDORA LTDA,98.12,2025-04-28 13:00:36
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-28 14:40:50
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-30 00:00:00
3055,RESSEG DISTRIBUIDORA LTDA,100,2025-04-30 16:16:15
8053,RETSAM-BALANCEAMENTO ASSESSORIA E SERVICOS LTDA,100,2025-04-24 00:00:00
20959,REVESTEEL,100,2025-04-15 00:00:00
16180,RHGESTOR LTDA,94.37,2025-04-29 00:00:00
18527,RIBALTA HOTELARIA E TURISMO LTDA,100,2025-04-14 15:31:16
18527,RIBALTA HOTELARIA E TURISMO LTDA,100,2025-04-15 00:00:00
19453,RL NEW PRODUTOS E EQUIPAMENTOS PARA LABORATÓRIOS LTDA.,100,2025-04-23 14:13:31
16149,ROBERTO ALVES DE CARVALHO 01450598714,80,2025-04-07 00:00:00
16921,RODOGARCIA TRANSPORTES RODOVIARIOS,89.37,2025-04-23 00:00:00
17345,RODOGARCIA TRANSPORTES RODOVIARIOS LTDA,100,2025-04-10 00:00:00
17987,RODOGARCIA TRANSPORTES RODOVIARIOS LTDA,100,2025-04-11 00:00:00
17987,RODOGARCIA TRANSPORTES RODOVIARIOS LTDA,100,2025-04-24 00:00:00
16594,ROMA ROLAMENTOS LTDA,100,2025-04-30 00:00:00
16034,ROYAL OCEAN PALACE HOTEL LTDA,97.5,2025-04-30 00:00:00
16034,ROYAL OCEAN PALACE HOTEL LTDA,97.5,2025-04-30 09:34:23
7967,RRP SERVICOS TECNICOS LTDA,97.5,2025-04-08 00:00:00
7967,RRP SERVICOS TECNICOS LTDA,100,2025-04-29 00:00:00
2904,RT-LEA LOCACAO DE EQUIPAMENTO & ANDAIMES LTDA,100,2025-04-23 00:00:00
17182,RVB COMERCIO E SERVICOS EM EQUIPAMENTOS DE COMBATE A INCENDIO LTDA,100,2025-04-11 00:00:00
17182,RVB COMERCIO E SERVICOS EM EQUIPAMENTOS DE COMBATE A INCENDIO LTDA,100,2025-04-14 00:00:00
21134,S.A MEGA STORE LTDA,90,2025-04-30 00:00:00
21023,SAGA COMERCIO & IMPORTACAO LTDA,80,2025-04-23 19:11:45
16593,SAINT LAND COMERCIO DE VEICULOS LTDA,100,2025-04-04 00:00:00
16593,SAINT LAND COMERCIO DE VEICULOS LTDA,100,2025-04-07 00:00:00
16593,SAINT LAND COMERCIO DE VEICULOS LTDA,100,2025-04-07 14:52:26
18822,SAIONARA HOTEL,68.12,2025-04-08 00:00:00
18822,SAIONARA HOTEL,68.12,2025-04-09 00:00:00
21235,SALOME CAVALCANTI MEIRELES,100,2025-04-30 00:00:00
21030,SAYMON GOMES DA SILVA 36588634803,80,2025-04-30 00:00:00
18875,SEBASTIAO F. DO CABO,92.5,2025-04-23 00:00:00
17354,SEGMED MEDICINA OCUPACIONAL E ASSOCIADOS LTDA,100,2025-04-14 00:00:00
19133,SELVA BRASIL TREINAMENTO E CONSULTORIA,100,2025-04-14 00:00:00
19133,SELVA BRASIL TREINAMENTO E CONSULTORIA,97.5,2025-04-30 00:00:00
3962,SENIOR SISTEMAS S/A,100,2025-04-30 00:00:00
2500,SÊNIOR SISTEMAS S/A,98.125,2025-04-03 00:00:00
2500,SÊNIOR SISTEMAS S/A,100,2025-04-30 00:00:00
18051,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,100,2025-04-11 00:00:00
10503,SETIN MAN SERVIÇOS TEC DE INSTRUMENTACAO  E MANUTENCAO LTDA,97.5,2025-04-08 00:00:00
18696,SHEILA GUARDANAPOS ESPECIAIS,100,2025-04-25 07:59:15
8607,SHERWIN-WILLIAMS DO BRASIL INDUSTRIA E COMERCIO LTDA.,100,2025-04-30 00:00:00
20849,SHS DISTRIBUIDORA LTDA,80,2025-04-24 11:11:54
18186,SISTEMA OESTE DE COMUNICACAO LTDA,100,2025-04-30 00:00:00
3032,SMART TOUR AG TURISMO LTDA,92.5,2025-04-08 00:00:00
3032,SMART TOUR AG TURISMO LTDA,100,2025-04-14 00:00:00
3788,SMCORP TREINAMENTOS E CONSULTORIA LTDA,100,2025-04-14 00:00:00
3788,SMCORP TREINAMENTOS E CONSULTORIA LTDA,88.75,2025-04-24 00:00:00
3788,SMCORP TREINAMENTOS E CONSULTORIA LTDA,75,2025-04-30 00:00:00
3671,SOLDAGASES COM. DE SOLDA E GASES LTDA ME,80,2025-04-10 13:34:15
3671,SOLDAGASES COM. DE SOLDA E GASES LTDA ME,90,2025-04-14 10:57:38
3671,SOLDAGASES COM. DE SOLDA E GASES LTDA ME,90,2025-04-15 11:32:21
3671,SOLDAGASES COM. DE SOLDA E GASES LTDA ME,90,2025-04-30 00:00:00
3671,SOLDAGASES COM. DE SOLDA E GASES LTDA ME,80,2025-04-30 17:27:36
3713,SOLDALIDER LOCACAO E MANUTENCAO DE MAQUINAS LTDA,100,2025-04-23 00:00:00
3713,SOLDALIDER LOCACAO E MANUTENCAO DE MAQUINAS LTDA,100,2025-04-28 00:00:00
16603,SOMATEX COMERCIAL LTDA,100,2025-04-17 18:26:59
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-08 15:32:31
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-11 10:22:37
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-11 10:28:29
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-11 10:34:34
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-11 10:41:23
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-15 00:00:00
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-23 13:53:42
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-23 14:47:52
16597,SOPETRA ROLAMENTOS E PECAS LTDA,100,2025-04-30 00:00:00
4569,SP EQUIPAMENTOS DE PROTECAO AO TRABALHO E MRO LTDA,100,2025-04-10 16:35:16
4569,SP EQUIPAMENTOS DE PROTECAO AO TRABALHO E MRO LTDA,100,2025-04-16 12:53:58
4569,SP EQUIPAMENTOS DE PROTECAO AO TRABALHO E MRO LTDA,100,2025-04-16 12:55:14
4569,SP EQUIPAMENTOS DE PROTECAO AO TRABALHO E MRO LTDA,91.87,2025-04-24 09:45:17
19327,SPG COMERCIO DE GASES LTDA,100,2025-04-16 00:00:00
17713,STEELCAMP USINAGEM E SERVICOS LTDA,100,2025-04-23 00:00:00
20965,SUA CASA MATERIAIS DE CONSTRUCAO LTDA,100,2025-04-14 11:59:59
21223,SUBWAY SOM E ACESSÓRIOS,100,2025-04-29 14:37:02
19891,"SUL, SUDESTE LOGISTICA E TRANSPORTES LTDA",80,2025-04-15 00:00:00
19891,"SUL, SUDESTE LOGISTICA E TRANSPORTES LTDA",58.31,2025-04-30 00:00:00
17437,SUPERACAO AGUA E TRANSPORTES LTDA,100,2025-04-07 08:40:55
17437,SUPERACAO AGUA E TRANSPORTES LTDA,100,2025-04-07 09:27:48
4909,T. P. OLIVEIRA DA SILVA - COMERCIO DE AUTO PECAS,100,2025-04-29 08:53:32
15612,TACIANE P S DE ALMEIDA FERRAGENS LTDA,95.62,2025-04-15 14:38:13
15612,TACIANE P S DE ALMEIDA FERRAGENS LTDA,100,2025-04-30 00:00:00
21099,TAPCAMP COMERCIO VAREJISTA DE LUBRIFICANTES LTDA,100,2025-04-17 10:38:06
21099,TAPCAMP COMERCIO VAREJISTA DE LUBRIFICANTES LTDA,100,2025-04-17 11:04:04
21099,TAPCAMP COMERCIO VAREJISTA DE LUBRIFICANTES LTDA,100,2025-04-17 11:05:56
17607,TARSIANA DUTRA SEAFARERS ASSESSORIA COMERCIAL LTDA,90,2025-04-30 00:00:00
3622,TD SYNNEX BRASIL LTDA,100,2025-04-04 00:00:00
3622,TD SYNNEX BRASIL LTDA,100,2025-04-23 00:00:00
21072,TECHNO SPACE COMERCIO DE PRODUTOS TECNOLOGICOS LTDA,100,2025-04-10 10:25:53
21072,TECHNO SPACE COMERCIO DE PRODUTOS TECNOLOGICOS LTDA,100,2025-04-28 08:10:27
19791,TECLAB OIL LTDA,100,2025-04-30 00:00:00
7636,TECNOPONTO TECNOLOGIA AVANCADA EM CONTROLE DE PONTO E ACESSO LTDA,100,2025-04-09 00:00:00
17090,TEDEA INSTRUMENTACAO E METROLOGIA LTDA,100,2025-04-29 00:00:00
4145,TELEFONICA BRASIL S/A,86.87,2025-04-11 00:00:00
20853,TH COMERCIO ELETRONICO LTDA,90,2025-04-30 00:00:00
21038,TITANIUMLAB,96.25,2025-04-30 00:00:00
16026,TOALHEIRO SANTA BARBARA LTDA,76.25,2025-04-30 00:00:00
20448,TOLENTINO COMUNICACOES RP LTDA,100,2025-04-17 13:46:06
15555,TOP TREINAMENTOS E SERVIÇOS LTDA,100,2025-04-29 00:00:00
15555,TOP TREINAMENTOS E SERVIÇOS LTDA,100,2025-04-30 00:00:00
16924,TOP UNIFORMES LTDA,100,2025-04-07 15:23:10
16924,TOP UNIFORMES LTDA,100,2025-04-10 08:57:42
18165,TOPVEDA COMERCIO DE VEDACOES LTDA,100,2025-04-15 10:42:22
17327,TORBER USINAGEM MECANICA LTDA,100,2025-04-09 00:00:00
16820,TORQUE MAQUINAS E EQUIPAMENTOS LTDA,100,2025-04-30 00:00:00
19467,TRACKPLUS RASTREAMENTO DE VEICULOS LTDA,100,2025-04-08 00:00:00
4913,TRANSBEZERRA LTDA,100,2025-04-03 00:00:00
4913,TRANSBEZERRA LTDA,100,2025-04-30 00:00:00
15903,TRANSPORTE COLETIVO SAN REMO LTDA,100,2025-04-03 00:00:00
15903,TRANSPORTE COLETIVO SAN REMO LTDA,100,2025-04-07 00:00:00
15903,TRANSPORTE COLETIVO SAN REMO LTDA,100,2025-04-30 00:00:00
17076,TRANSPORTES BORDIGNON LTDA,100,2025-04-11 00:00:00
5508,TRATOR FREIO E FRICCAO LTDA,100,2025-04-28 00:00:00
5508,TRATOR FREIO E FRICCAO LTDA,100,2025-04-30 00:00:00
15610,TRIDAN SOLUCOES ELETRICAS LTDA,80,2025-04-03 15:50:48
17958,TRISKLE SERVICE LTDA,100,2025-04-24 00:00:00
20504,TRIUNFO EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,80,2025-04-30 00:00:00
2615,"TSE TRANSPORTES,LOCACOES E EQUIPAMENTOS EIRELI",80,2025-04-15 00:00:00
2615,"TSE TRANSPORTES,LOCACOES E EQUIPAMENTOS EIRELI",80,2025-04-16 00:00:00
2615,"TSE TRANSPORTES,LOCACOES E EQUIPAMENTOS EIRELI",90,2025-04-17 00:00:00
2615,"TSE TRANSPORTES,LOCACOES E EQUIPAMENTOS EIRELI",100,2025-04-23 00:00:00
2615,"TSE TRANSPORTES,LOCACOES E EQUIPAMENTOS EIRELI",100,2025-04-24 00:00:00
2615,"TSE TRANSPORTES,LOCACOES E EQUIPAMENTOS EIRELI",90,2025-04-30 00:00:00
20650,TUDO NA MAO,100,2025-04-15 12:22:22
20175,TUKA RENTAL - LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,100,2025-04-09 00:00:00
8356,TUPAN CONSTRUCOES LTDA,100,2025-04-10 09:09:41
4939,TUV NORD BRASIL AVALIACOES DA QUALIDADE LTDA,92.81,2025-04-24 00:00:00
16004,UBS CARGO EXPRESS TRANSPORTE E LOGISTICA LTDA,100,2025-04-08 00:00:00
15828,UNIMED DE MACAE COOPERATIVA DE ASSISTENCIA A SAUDE,10,2025-04-11 00:00:00
15828,UNIMED DE MACAE COOPERATIVA DE ASSISTENCIA A SAUDE,98.12,2025-04-30 00:00:00
15827,UNIMED DE SANTOS COOPERATIVA DE TRABALHO MEDICO,10,2025-04-07 00:00:00
15827,UNIMED DE SANTOS COOPERATIVA DE TRABALHO MEDICO,100,2025-04-30 00:00:00
16323,UNIMED DO EST R J FEDERACAO EST DAS COOPERATIVAS MED,8.18,2025-04-11 00:00:00
16323,UNIMED DO EST R J FEDERACAO EST DAS COOPERATIVAS MED,72.5,2025-04-30 00:00:00
16821,V L COMERCIO ATACADISTA DE MERCADORIAS EM GERAL LTDA.,100,2025-04-30 00:00:00
21080,V N RODRIGUES LTDA,100,2025-04-10 00:00:00
15748,V.A PINT LOCACOES SERVICOS E PINTURA LTDA,100,2025-04-16 00:00:00
3851,VCI BRASIL INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,100,2025-04-14 10:36:34
7848,VEDAMARES COMERCIO E EXPORTACAO DE ACESSORIOS INDUSTRIAIS LTDA,100,2025-04-30 00:00:00
7857,VEDASAN VEDACOES SANTISTA LTDA,100,2025-04-08 07:51:51
3812,VELAMAR COMERCIO DE PRODUTOS NAUTICOS EIRELI,100,2025-04-30 00:00:00
15584,VERA LUCIA DA SILVA DOS ANJOS,100,2025-04-09 00:00:00
3335,VIFERRO FERRAMENTAS E FERRAGENS LTDA (FILIAL MACAE),100,2025-04-28 09:19:26
16914,VITORIA PRAIA HOTEL LTDA,53.12,2025-04-28 00:00:00
16914,VITORIA PRAIA HOTEL LTDA,58.12,2025-04-30 00:00:00
15558,VIVOS TROCAO,100,2025-04-08 10:41:06
15558,VIVOS TROCAO,100,2025-04-24 13:41:02
21064,VME CASA E CONSTRUCAO LTDA,80,2025-04-25 00:00:00
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-09 11:32:51
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-11 09:39:22
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-11 13:14:22
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-15 00:00:00
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-15 11:29:00
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-15 11:32:31
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-23 14:34:10
17241,"VOGA COMERCIO E REPRESENTACOES DE CORREIAS, MANGUEIRAS E ROLAMENTOS LTDA.",100,2025-04-30 15:49:37
16043,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A,10,2025-04-07 00:00:00
16043,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A,10,2025-04-10 00:00:00
16043,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A,10,2025-04-11 00:00:00
16595,W. R. FERNANDES LTDA,100,2025-04-30 00:00:00
21002,WANDERLEY FIALHO PRIMO,100,2025-04-16 13:32:23
8042,WEST GROUP TREINAMENTOS DO BRASIL LTDA,96.25,2025-04-23 00:00:00
17842,WHITE MARTINS GASES INDUSTRIAIS LTDA,100,2025-04-23 14:16:05
7986,WHITE MARTINS SP,100,2025-04-24 00:00:00
7986,WHITE MARTINS SP,100,2025-04-29 00:00:00
8163,ZAP IND. COM. DE EQUIPAMENTOS PARA CONSTRUCAO LTDA,100,2025-04-03 00:00:00
4648,ZAPSIGN PROCESSAMENTO DE DADOS LTDA,100,2025-04-28 00:00:00
4945,ZION SUPRIMENTOS OFFSHORE E ONSHORE LTDA,90,2025-04-24 00:00:00
4945,ZION SUPRIMENTOS OFFSHORE E ONSHORE LTDA,80,2025-04-29 12:16:33
4945,ZION SUPRIMENTOS OFFSHORE E ONSHORE LTDA,72.655,2025-04-30 00:00:00
20969,ZLOCCOWICK E CIA LTDA,100,2025-04-28 00:00:00
